# wavelength(um) flux(mJy)
4.133439689313710197e+00 3.392652860927736908e-02
4.142928654461126570e+00 3.169669494730348314e-02
4.152394829238767571e+00 3.407304212631395712e-02
4.161838370518539776e+00 3.368956106054905170e-02
4.171259433851333576e+00 2.816421084490853752e-02
4.180658173480034989e+00 3.344298615855467727e-02
4.190034742352488628e+00 3.377348591699986385e-02
4.199389118864472970e+00 3.599624088389000859e-02
4.208721411280857971e+00 3.415588223059932288e-02
4.218031783670043389e+00 3.448039770093926787e-02
4.227320343791194368e+00 3.304254860652797166e-02
4.236587454877109415e+00 3.578814600339523533e-02
4.245833262674290509e+00 3.512180242908793937e-02
4.255057911717283758e+00 3.480860206764886666e-02
4.264261502488804645e+00 3.372997379745520247e-02
4.273443784673311541e+00 3.612910746054166788e-02
4.282605066093975843e+00 3.588531038761147429e-02
4.291745497238621532e+00 3.438543217225074888e-02
4.300865452562932845e+00 2.903251357775520763e-02
4.309965069856946052e+00 2.246568906475631885e-02
4.319044483370198861e+00 2.196506831986611008e-02
4.328103283342509044e+00 2.390487383696331125e-02
4.337141764121041021e+00 2.629668941349914968e-02
4.346160239836020622e+00 2.827675573087046548e-02
4.355159029342510202e+00 2.303970678947321257e-02
4.364138264051550031e+00 2.482249513270246011e-02
4.373097663801792656e+00 2.712549576994058992e-02
4.382037255823386879e+00 2.756800079110793833e-02
4.390957347229826446e+00 3.061986751003103677e-02
4.399858379809916897e+00 3.067354366437931301e-02
4.408740479964515124e+00 2.951048024337754941e-02
4.417603204749742218e+00 2.958671364160029432e-02
4.426446613816148457e+00 2.662189289167598422e-02
4.435271302576705210e+00 2.998166488314640138e-02
4.444077536530676831e+00 3.118457865483393113e-02
4.452865139120919302e+00 2.122458815739546034e-02
4.461633802036566898e+00 2.864707032642636181e-02
4.470383952220901236e+00 3.036283012673672566e-02
4.479116111300958991e+00 3.077281660485986156e-02
4.487830187414814098e+00 3.055050982232290768e-02
4.496525690117326945e+00 2.836523505098740433e-02
4.505203055702263981e+00 3.420328290170962515e-02
4.513862880448070491e+00 3.229817643622380496e-02
4.522504982572471022e+00 2.876362687544438759e-02
4.531128868077260563e+00 2.991754013144680077e-02
4.539735153509219856e+00 3.131253657477849756e-02
4.548324335392374351e+00 3.280913907307514421e-02
4.556895974197657573e+00 3.326687699666638909e-02
4.565449744002531673e+00 3.464553724308916394e-02
4.573986605872239153e+00 3.228274458161450866e-02
4.582506678115227494e+00 2.766186647855307934e-02
4.591009129807996914e+00 3.198665144268646870e-02
4.599494550101651313e+00 3.340266765327520870e-02
4.607963598759111434e+00 3.354047574843465468e-02
4.616415733352928541e+00 3.375149373634686589e-02
4.624850579843143628e+00 3.398942570027476545e-02
4.633269348546966704e+00 2.883567674908377176e-02
4.641671729436721350e+00 3.312738203506088858e-02
4.650057059931758552e+00 3.277789263332652608e-02
4.658426386117748841e+00 1.936002756533036079e-02
4.666779756269230361e+00 2.153315970703633883e-02
4.675116309383541058e+00 3.080335269172069720e-02
4.683437013862103981e+00 2.818127546487410318e-02
4.691742102135409098e+00 2.445750709223061536e-02
4.700030602475957053e+00 2.224071596911836313e-02
4.708303489831512145e+00 2.602071128721004933e-02
4.716561011308922247e+00 2.932482343417416523e-02
4.724802169800854657e+00 2.741824420085759231e-02
4.733028028780899454e+00 2.609669766375993100e-02
4.741238685086829108e+00 2.432524648746035509e-02
4.749433199290784557e+00 2.438404719732245596e-02
4.757612803184763983e+00 2.111934878771106264e-02
4.774287731568903403e+00 3.291827290687881352e-02
4.790178705206052712e+00 2.742648042693369634e-02
4.798282189174233103e+00 2.402794043719410147e-02
4.806371442570124941e+00 2.246296392063747496e-02
4.814445116669440417e+00 2.256996231482152893e-02
4.822504321010272932e+00 2.569491061649847516e-02
4.830549154167173675e+00 2.539453433305572869e-02
4.838578614922651511e+00 2.778563427799003727e-02
4.846594259771453750e+00 3.009809617826192038e-02
4.854591741285649853e+00 3.269464477994140500e-02
4.854594947592469012e+00 2.889200392953181554e-02
4.862581202930997826e+00 3.259668571419981759e-02
4.870553619380602051e+00 3.112883210503262360e-02
4.878510993506936622e+00 2.840455962320084099e-02
4.886454846303997179e+00 3.008503132017250822e-02
4.894384139483184626e+00 3.045353301293028322e-02
4.902299339518550347e+00 3.086906395577786177e-02
4.910201017160399140e+00 2.979485360398061861e-02
4.918087973217008191e+00 2.965349042547782074e-02
4.925961892084997906e+00 2.698305241735532434e-02
4.932017685933816509e+00 3.460049900856485006e-02
4.933821240822708454e+00 3.092961530192457273e-02
4.941667221536858889e+00 3.089687037251451912e-02
4.949499630279942330e+00 2.513131092378700915e-02
4.957317947256888679e+00 2.755755560300840110e-02
4.965123393589028211e+00 2.627526059681615372e-02
4.972914548627976217e+00 3.021855833271833505e-02
4.980693090442407822e+00 2.478016364594375076e-02
4.988457499747997126e+00 2.595640914624711484e-02
4.996209063054010358e+00 3.036767054626257276e-02
5.003947269502155848e+00 3.449426184501033082e-02
5.006741314524830067e+00 3.430875280855676807e-02
5.078938376070116334e+00 3.381540387260901365e-02
5.148784619581096678e+00 3.208177461358613369e-02
5.216455794069196905e+00 3.282006191638716514e-02
5.282127648545835719e+00 3.607940522543635897e-02
5.345975932022430044e+00 4.146717286341464886e-02
5.408176393510398583e+00 4.303607415263158154e-02
5.468904782021158262e+00 4.300579467787023907e-02
5.528336846566118012e+00 4.170830523815818869e-02
5.586631171171212884e+00 4.013042607017792973e-02
5.643870472749527245e+00 3.943651220471440511e-02
5.700091470856046172e+00 4.190586868692378064e-02
5.755323676644261255e+00 4.308751542484898223e-02
5.809596601267665861e+00 4.313916231504296567e-02
5.862939755879743586e+00 4.172583575658881522e-02
5.915382651633988687e+00 4.159211120788860322e-02
5.966954799683885646e+00 4.158179352311244803e-02
6.017685711182925168e+00 4.225109965612667412e-02
6.067604897284592624e+00 4.386996649075370486e-02
6.116741869142381383e+00 4.877254668860737941e-02
6.165126137909775039e+00 5.633352955083751473e-02
6.212787214740261632e+00 6.997766469846451731e-02
6.259754610787328311e+00 8.644526744561419063e-02
6.306057837204459560e+00 8.881927863203444018e-02
6.351726405145141641e+00 7.961407045790908077e-02
6.396789825762865256e+00 7.207945184277074480e-02
6.441277610211108673e+00 6.857363280018205498e-02
6.485219269643361706e+00 6.927674430024839680e-02
6.528644315213106175e+00 8.097961247037296917e-02
6.571582258073826566e+00 1.146402958434075553e-01
6.614062609379007363e+00 1.733955797175628089e-01
6.656114880282127722e+00 2.409410999044141466e-01
6.697768581936681898e+00 2.952544422697485627e-01
6.739050319399300548e+00 3.281007835667448247e-01
6.779973851827330478e+00 3.521482376307018547e-01
6.820545145406415877e+00 3.777686559520280207e-01
6.860768944534408220e+00 3.919012969924223766e-01
6.900649993609158095e+00 3.985357156943225565e-01
6.940193037028514311e+00 4.146744749619455939e-01
6.979402819190330121e+00 4.537756258960319311e-01
7.018284084492456110e+00 4.910230275779889353e-01
7.056841577332739313e+00 5.150619461889690553e-01
7.095080042109032981e+00 5.034288984850348037e-01
7.133004223219192141e+00 5.167347580616336034e-01
7.170618865061058500e+00 5.423806787699967380e-01
7.207928712032482643e+00 6.250104967291119085e-01
7.244938508531327592e+00 7.534384584286060171e-01
7.281652998955430611e+00 8.576640165682425376e-01
7.318076927702645840e+00 9.892426075639990657e-01
7.354215039170822976e+00 1.077281196559748189e+00
7.390072077757809943e+00 1.140589308580055805e+00
7.425652787861462656e+00 1.155978932118864488e+00
7.460961913879625484e+00 1.093073289696625761e+00
7.496004200210149904e+00 9.451315212424182821e-01
7.530784391250886500e+00 7.364836676961827866e-01
7.565307231399684973e+00 4.979234900907471562e-01
7.599577465054391467e+00 3.010208990554590902e-01
7.633599836612858347e+00 1.925979400015739584e-01
7.667379090472937087e+00 1.514539913093859158e-01
7.700919971032471167e+00 1.399041612390636014e-01
7.734227222689314729e+00 1.400874823580510742e-01
7.767305589841318358e+00 1.412098493036960944e-01
7.800159816886321984e+00 1.423903521236668246e-01
7.832794648222185074e+00 1.450560571583567882e-01
7.865214828246747558e+00 1.452452884927354082e-01
7.897425101357866239e+00 1.398773625349959693e-01
7.929430211953379271e+00 1.379194884294182022e-01
7.961234904431151449e+00 1.276783029751665521e-01
7.992843923189020927e+00 1.184044045123505140e-01
8.024262012624832963e+00 1.079073957341378787e-01
8.055493917136441695e+00 9.913006877045674181e-02
8.086544381121690606e+00 9.199898518772148259e-02
8.117418148978433834e+00 9.039626132960439098e-02
8.148119965104516638e+00 9.215806570631808470e-02
8.178654573897789604e+00 1.062967514452163309e-01
8.209026719756096213e+00 1.416760975190576588e-01
8.239241147077281724e+00 2.122951700742360948e-01
8.269302600259205605e+00 2.920628711858342386e-01
8.299215823699700678e+00 3.831372128280061684e-01
8.328985561796626413e+00 4.504965503286074147e-01
8.358616558947822739e+00 4.960457082256271022e-01
8.388113099558013985e+00 5.145590053388602314e-01
8.417477434114132961e+00 5.355644871226333814e-01
8.446710577133858422e+00 5.459482979461987018e-01
8.475813349124528884e+00 5.392496815983819358e-01
8.504786570593481088e+00 5.252925238282847298e-01
8.533631062048055327e+00 4.956911607746997128e-01
8.562347643995591895e+00 4.598367488209911258e-01
8.590937136943438190e+00 4.205066759620283423e-01
8.619400361398929178e+00 3.816887466952150754e-01
8.647738137869406927e+00 3.658632822379075944e-01
8.675951286862218836e+00 3.856588501189410767e-01
8.704040628884692765e+00 4.493545879271646504e-01
8.732006984444184994e+00 5.132931562442368811e-01
8.759851174048021605e+00 5.530011513016646063e-01
8.787574018203549997e+00 5.720929484198268300e-01
8.815176337418115793e+00 5.661346713233007533e-01
8.842658952199052180e+00 5.643864407841405750e-01
8.870022683053701229e+00 5.578306019754657452e-01
8.897268350489403232e+00 5.599979536947543579e-01
8.924396775013500260e+00 5.660818752329200843e-01
8.951408777133339711e+00 5.676524837975513993e-01
8.978305177356249445e+00 5.773739029947694279e-01
9.005086796189578635e+00 5.814501830035965213e-01
9.031754454140669353e+00 5.957857414005426344e-01
9.058308971716854785e+00 5.953569018500040055e-01
9.084751169425478778e+00 5.988732643164498270e-01
9.111081867773878074e+00 6.004602697331665739e-01
9.137301887269408951e+00 6.008734165725213572e-01
9.163412048419393940e+00 6.092006028484499014e-01
9.189413171731178664e+00 6.123626503646196761e-01
9.215306077712108745e+00 6.102964724758915827e-01
9.241091586869520924e+00 6.141628352507302324e-01
9.266770519710757270e+00 6.106817401824647940e-01
9.292343696743154524e+00 5.719106839003295084e-01
9.317811938474056532e+00 4.907048250533455613e-01
9.343176065410801812e+00 3.777970240417798387e-01
9.368436898060730655e+00 2.730963115387763374e-01
9.393595256931181581e+00 2.078120809550625114e-01
9.418651962529505539e+00 1.645477550325203653e-01
9.443607835363026837e+00 1.431007656524879434e-01
9.468463695939105307e+00 1.331220580333384029e-01
9.493220364765059927e+00 1.322321936814989662e-01
9.517878662348246976e+00 1.309093626366423790e-01
9.542439409195999644e+00 1.287111038835792864e-01
9.566903425815654671e+00 1.270563466625491411e-01
9.591271532714564785e+00 1.263491119172155397e-01
9.615544550400056067e+00 1.239219345414776380e-01
9.639723299379479471e+00 1.245551396252737725e-01
9.663808600160168183e+00 1.174629723235679490e-01
9.687801273249460721e+00 1.167251129092288509e-01
9.711702139154708036e+00 1.164781027114544648e-01
9.735512018383243316e+00 1.105057075960319130e-01
9.759231731442405078e+00 1.075925172850652062e-01
9.782862098839540721e+00 1.056675592989834295e-01
9.806403941081978104e+00 9.944099658314878298e-02
9.829858078677066402e+00 9.881034139412323003e-02
9.853225332132138803e+00 9.493321661481779472e-02
9.876506521954539153e+00 8.897916210533998727e-02
9.899702468651618403e+00 9.069301294705081617e-02
9.922813992730691979e+00 9.192859721351159807e-02
9.945841914699123265e+00 9.406349709918662705e-02
9.968787055064240121e+00 9.727493890557978307e-02
9.991650234333384617e+00 1.001032437716829898e-01
1.001443227301389527e+01 1.035610047849329918e-01
1.003713399161311592e+01 1.121732666296472308e-01
1.005975621063838332e+01 1.220155681301584305e-01
1.008229975059704131e+01 1.378096784084353044e-01
1.010476543199641952e+01 1.555214020284035048e-01
1.012715407534386891e+01 1.794813287686581604e-01
1.014946650114672266e+01 2.055547252436134287e-01
1.017170352991232285e+01 2.278868301063341484e-01
1.019386598214800621e+01 2.407078514057430230e-01
1.021595467836111659e+01 2.478465058754409089e-01
1.023797043905898896e+01 2.411635070805811243e-01
1.025991408474896716e+01 2.473515188156907851e-01
1.028178643593839148e+01 2.521449395215671907e-01
1.030358831313459866e+01 2.526812507351489656e-01
1.032532053684492723e+01 2.651963846889659471e-01
1.034698392757671925e+01 2.758111749708435645e-01
1.036857930583731502e+01 2.934698370095724651e-01
1.039010749213404594e+01 3.241419096911414277e-01
1.041156930697426475e+01 3.653388521472615835e-01
1.043296557086529930e+01 4.029775443129312018e-01
1.045429710431448989e+01 4.490393170825275893e-01
1.047556472782918568e+01 5.006194866095858842e-01
1.049676926191671278e+01 5.493641274864045076e-01
1.051791152708441679e+01 5.807272973745171152e-01
1.053899234383964512e+01 5.968209151235435161e-01
1.056001253268972384e+01 6.079902228519270535e-01
1.058097291414199859e+01 6.100406957384200135e-01
1.060187430870380787e+01 5.922872085509622853e-01
1.062271753688248666e+01 5.601514798397861927e-01
1.064350341918537879e+01 5.150427352571502748e-01
1.066423277611982456e+01 4.824179419317335404e-01
1.068490642819316072e+01 4.419343907343640243e-01
1.070552519591272400e+01 4.124474020632069027e-01
1.072608989978585292e+01 3.900672915283566189e-01
1.074660128716677221e+01 3.670906168110456558e-01
1.076705978164280531e+01 3.639215597940325675e-01
1.078746560897866047e+01 3.802827932679029299e-01
1.080781896376735141e+01 3.873937948529780906e-01
1.082812004060189182e+01 4.066995341723236845e-01
1.084836903407530428e+01 4.120981250273660357e-01
1.086856613878059719e+01 4.185421789226133615e-01
1.088871154931078955e+01 4.128662341979481565e-01
1.090880546025889508e+01 4.059444900239854159e-01
1.092884806621792926e+01 3.974439620756191061e-01
1.094883956178090401e+01 4.068454071413682427e-01
1.096878014154084724e+01 3.967023339272823801e-01
1.098867000009076023e+01 4.115020205161937783e-01
1.100850933202366910e+01 4.169258797099464342e-01
1.102829833193257336e+01 4.168481922843012000e-01
1.104803719441050980e+01 4.205321802418808264e-01
1.106772611405047435e+01 4.209606960522459529e-01
1.108736528544549316e+01 4.039478703321083830e-01
1.110695490318857992e+01 4.111825393739501067e-01
1.112649516187274301e+01 3.934760220092786698e-01
1.114598625609100857e+01 3.874872037839126038e-01
1.116542838043639030e+01 3.755348696673821984e-01
1.118482172950189479e+01 3.670439370827183190e-01
1.120416649788054109e+01 3.493677638559792298e-01
1.122346288016534821e+01 3.240562666448840723e-01
1.124271107094932809e+01 2.979976004602314932e-01
1.126191126482549798e+01 2.756008653584941515e-01
1.128106365638686981e+01 2.338741007138910311e-01
1.130016844022646616e+01 2.113909292780088989e-01
1.131922581093728830e+01 1.840122991260058904e-01
1.133823596311236948e+01 1.683172156643597539e-01
1.135719909134470740e+01 1.618565139053293467e-01
1.137611539022733531e+01 1.492103920126811034e-01
1.139498505435324915e+01 1.538806439547018567e-01
1.141380827831547684e+01 1.656728153336744225e-01
1.143258525670703207e+01 1.714694640724336583e-01
1.145131618412092678e+01 2.100869051298169810e-01
1.147000125515017288e+01 2.158656917439863987e-01
1.148864066438779297e+01 2.474618844261755879e-01
1.150723460642680607e+01 2.759076665353707436e-01
1.152578327586021345e+01 3.147596238817753078e-01
1.154428686728104125e+01 3.568817857105716085e-01
1.156274557528229607e+01 3.999755060007526009e-01
1.158115959445699872e+01 4.689711285426910736e-01
1.159952911939817000e+01 5.449309984990795552e-01
1.161785434469881295e+01 6.501413406295670772e-01
1.163613546495194839e+01 7.533203023236656470e-01
1.165437267475059357e+01 8.755047040857831808e-01
1.167256616868776220e+01 9.863352816599668671e-01
1.169071614135646264e+01 1.119898125632168062e+00
1.170882278734971393e+01 1.218153209985095353e+00
1.172688630126054221e+01 1.358740318685524029e+00
1.174490687768194697e+01 1.500511813762973379e+00
1.176288471120695078e+01 1.619762587440071844e+00
1.178081999642856381e+01 1.751835985905730197e+00
1.179871292793981219e+01 1.875022257547008131e+00
1.181656370033370429e+01 1.974052806871640531e+00
1.183437250820324493e+01 2.088425722602099910e+00
1.185213954614146203e+01 2.134488737486890386e+00
1.186986500874136929e+01 2.164401314251550801e+00
1.188754909059597864e+01 2.188009319013683118e+00
1.190519198629830555e+01 2.274543564245740335e+00
1.192279389044136906e+01 2.258780373982562928e+00
1.194035499761817576e+01 2.263433242648402732e+00
1.195787550242174468e+01 2.301957899332533142e+00
1.197535559944509487e+01 2.155457828026972944e+00
1.199279548328123646e+01 2.086395716145619250e+00
1.201019534852318316e+01 1.973652962413503298e+00
1.202755538976395933e+01 1.915303545526721773e+00
1.204487580159657156e+01 1.726170962647187723e+00
1.206215677861402824e+01 1.778592498717204595e+00
1.207939851540936083e+01 1.619219477860235124e+00
1.209660120657557414e+01 1.400668175559894424e+00
1.211376504670568366e+01 1.222598901144476002e+00
1.213089023039270309e+01 1.119481375207504570e+00
1.214797695222965146e+01 9.633288893397138342e-01
1.216502540680954780e+01 8.570233331931539356e-01
1.218203578872539161e+01 7.342298289036047754e-01
1.219900829257020902e+01 6.394563810470552667e-01
1.221594311293701729e+01 5.195610102831037524e-01
1.223284044441882479e+01 4.638199872565198500e-01
1.224970048160864700e+01 4.006304512275533081e-01
1.226652341909950117e+01 3.402923611089963551e-01
1.228330945148440101e+01 2.609820784782967973e-01
1.230005877335636555e+01 2.566028264876163423e-01
1.231677157930840316e+01 2.772390248862006135e-01
1.233344806393352755e+01 1.896178183321284294e-01
1.235008842182476307e+01 1.961031312682958716e-01
1.236669284757511100e+01 1.259425915218783665e-01
1.238326153577759925e+01 1.639406896942305347e-01
1.239979468102523796e+01 1.700048180856983393e-01
1.241629247791103730e+01 1.727217610433869621e-01
1.243275512102801805e+01 1.612658438921393267e-01
1.244918280496918861e+01 1.729452687144707179e-01
1.246557572432756977e+01 1.651813941524425677e-01
1.248193407369617525e+01 1.343632931316509904e-01
1.249825804766801873e+01 1.662720546166796820e-01
1.251454784083611038e+01 1.226633856787342908e-01
1.253080364779346922e+01 1.679443258488907964e-01
1.254702566313311607e+01 1.612843308465422565e-01
1.256321408144805396e+01 2.076260896105849296e-01
1.257936909733130548e+01 1.659475487781347791e-01
1.259549090537588434e+01 2.234309523436988631e-01
1.261157970017480423e+01 2.577541906410131811e-01
1.262763567632107531e+01 2.429129292932840911e-01
1.264365902840771483e+01 2.262985972094390674e-01
1.265964995102774715e+01 2.761120078075356976e-01
1.267560863877417354e+01 2.346765811449871286e-01
1.269153528624001481e+01 2.030582573045670858e-01
1.270743008801827756e+01 2.315518379521342984e-01
1.272329323870199147e+01 2.615734102598771260e-01
1.273912493288415959e+01 2.934782327230932020e-01
1.275492536515780095e+01 2.833195916266377234e-01
1.277069473011592393e+01 3.082342707487706890e-01
1.278643322235155111e+01 2.748089209487897810e-01
1.280214103645769619e+01 2.114144418828178829e-01
1.281781836702736932e+01 3.160091712664861996e-01
1.283346540865358776e+01 2.702124897038614693e-01
1.284908235592936343e+01 2.588554531267502345e-01
1.286466940344771537e+01 2.481964316108076496e-01
1.288022674580165194e+01 2.969376246679382714e-01
1.289575457758419752e+01 2.564645340439585808e-01
1.291125309338835336e+01 2.774875037674406353e-01
1.292672248780714561e+01 2.671702534959913833e-01
1.294216295543357909e+01 2.599931885389240582e-01
1.295757469086067459e+01 2.687452625663188099e-01
1.297295788868144584e+01 2.039737178379319171e-01
1.298831274348891185e+01 1.979834060310978749e-01
1.300363944987606857e+01 2.329968829699839150e-01
1.301893820243595457e+01 1.918730920045763622e-01
1.303420919576156933e+01 2.523878272176552917e-01
1.304945262444592657e+01 2.459391613263338106e-01
1.306466868308204710e+01 2.824809100181536192e-01
1.307985756626294815e+01 2.434931063500300474e-01
1.309501946858163279e+01 2.683318292696330598e-01
1.311015458463112715e+01 1.354218992421156176e-01
1.312526310900443782e+01 8.904338036447997928e-02
1.314034523629458384e+01 1.925071121076012692e-01
1.315540116109457358e+01 1.583302488477279224e-01
1.317043107799742963e+01 2.270959123431884052e-01
1.318543518159615857e+01 1.882301992669261903e-01
1.320041366648377412e+01 1.547601541583539519e-01
1.321536672725329531e+01 1.668430266019947650e-01
1.323029455849773406e+01 1.608385907125026715e-01
1.324519735481010763e+01 1.541645924311134397e-01
1.326007531078343149e+01 1.539423771478657110e-01
1.327492862101071225e+01 1.349587003178426281e-01
1.328975748008497249e+01 1.714550887901135912e-01
1.330456208259922057e+01 1.544863075309805822e-01
1.331934262314646311e+01 1.168106435132672399e-01
1.333409929631973689e+01 1.385516388953829392e-01
1.334883229671203786e+01 1.604721090771595582e-01
1.336354181891638326e+01 1.442094288925654388e-01
1.337822805752579391e+01 1.184607588901229053e-01
1.339289120713326930e+01 1.522816069964544050e-01
1.340753146233184268e+01 1.708681642812452384e-01
1.342214901771451707e+01 1.994531522784766253e-01
1.343674406787430975e+01 1.135892263326963303e-01
1.345131680740423086e+01 1.247804048533489168e-01
1.346586743089730298e+01 3.479574075045139409e-02
1.348039613294652739e+01 1.112539410564170224e-02
1.349490310814492844e+01 4.446351953227033194e-02
1.350938855108551806e+01 2.948687945547862066e-02
1.352385265636130285e+01 4.965488997705195390e-02
1.353829561856530361e+01 -3.992035178346682589e-03
1.355271763229053583e+01 1.121087507485485357e-01
1.356711889213001498e+01 1.425087123419166713e-01
1.358149959267674944e+01 1.191112622472743215e-01
1.359585992852375469e+01 1.170164172712366418e-01
1.361020009426404087e+01 9.150906780895408377e-02
1.362452028449063235e+01 1.304033329857461065e-01
1.363882069379653572e+01 2.790807838939651092e-02
1.365310151677476647e+01 5.660369169947274820e-02
1.366736294801833651e+01 7.083099583385460418e-02
1.368160518212026311e+01 3.070186159165251907e-02
1.369582841367355286e+01 1.043885993067201201e-01
1.371003283727123545e+01 6.782886624152074939e-02
1.372421864750630682e+01 1.168334838792302738e-01
1.373838603897179134e+01 6.141957617182132456e-02
1.375253520626069736e+01 -4.722521970113051880e-03
1.376666634396604749e+01 4.282906773846567594e-02
1.378077964668084121e+01 7.573271824437664834e-02
1.379487530899810821e+01 8.434893913005424293e-02
1.380895352551085153e+01 3.738315156948745360e-02
1.382301449081208844e+01 3.024676904558541712e-02
1.383705839949483440e+01 -1.555347239336170133e-03
1.385108544615210135e+01 8.339226174238710196e-03
